"Cluster","Gene"
"HSA-MIR-203A-3P","RAN"
"HSA-MIR-203A-3P","BIRC5"
"HSA-MIR-203A-3P","WIF1"
"HSA-MIR-203A-3P","RUNX2"
"HSA-MIR-204-5P","HOXA10"
"HSA-MIR-204-5P","ELOVL6"
"HSA-MIR-204-5P","TMPRSS3"
"HSA-MIR-204-5P","RUNX2"
"HSA-MIR-205-5P","YY1"
"HSA-MIR-205-5P","CTGF"
"HSA-MIR-205-5P","RUNX2"
"HSA-MIR-20A-3P","EGR2"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","EGLN3"
"HSA-MIR-20A-5P","BMPR2"
"HSA-MIR-20A-5P","EPAS1"
"HSA-MIR-20A-5P","EGR2"
"HSA-MIR-20A-5P","RBL1"
"HSA-MIR-21-5P","BMPR2"
"HSA-MIR-21-5P","TGFBR3"
"HSA-MIR-21-5P","ANP32A"
"HSA-MIR-21-5P","PTX3"
"HSA-MIR-21-5P","DOCK7"
"HSA-MIR-21-5P","PPIF"
"HSA-MIR-210-3P","EFNA3"
"HSA-MIR-211-5P","SSRP1"
"HSA-MIR-211-5P","ELOVL6"
"HSA-MIR-211-5P","CDH5"
"HSA-MIR-211-5P","MUC4"
"HSA-MIR-212-3P","CCNB1"
"HSA-MIR-212-3P","RBP2"
"HSA-MIR-212-3P","ABCG2"
"HSA-MIR-214-3P","BIRC5"
"HSA-MIR-214-3P","CPD"
"HSA-MIR-214-3P","HDGF"
"HSA-MIR-216A-5P","HNF4A"
"HSA-MIR-218-5P","BIRC5"
"HSA-MIR-218-5P","DKK2"
"HSA-MIR-218-5P","RUNX2"
"HSA-MIR-219A-1-3P","MUC4"
"HSA-MIR-22-3P","CXCR2"
"HSA-MIR-22-3P","UBR5"
"HSA-MIR-22-3P","SLC2A1"
"HSA-MIR-221-3P","PAK1"
"HSA-MIR-221-3P","DKK2"
"HSA-MIR-221-3P","RAD51"
"HSA-MIR-221-5P","RUNX2"
"HSA-MIR-222-3P","DKK2"
"HSA-MIR-222-3P","ABCG2"
"HSA-MIR-222-3P","RUNX2"
"HSA-MIR-223-3P","SEMA3A"
"HSA-MIR-223-3P","LMO2"
"HSA-MIR-223-3P","ECT2"
"HSA-MIR-224-5P","FOSB"
"HSA-MIR-224-5P","NIT1"
"HSA-MIR-224-5P","PTX3"
"HSA-MIR-224-5P","APLN"
"HSA-MIR-23B-3P","RUNX2"
"HSA-MIR-24-1-5P","HNF4A"
"HSA-MIR-24-3P","STX16"
"HSA-MIR-24-3P","DEDD"
"HSA-MIR-24-3P","SLC6A4"
"HSA-MIR-24-3P","HNF4A"
"HSA-MIR-25-3P","PRMT5"
"HSA-MIR-25-3P","DSC2"
"HSA-MIR-25-5P","CCNE1"
"HSA-MIR-26A-5P","ACVR1"
"HSA-MIR-26A-5P","CDC6"
"HSA-MIR-26A-5P","CTGF"
"HSA-MIR-26A-5P","HOXA5"
"HSA-MIR-26A-5P","DUSP4"
"HSA-MIR-26A-5P","CCNE1"
"HSA-MIR-26B-5P","CTGF"
"HSA-MIR-26B-5P","CCNE1"
"HSA-MIR-27A-3P","DKK2"
"HSA-MIR-27A-3P","DPYD"
"HSA-MIR-27A-3P","HOXA10"
"HSA-MIR-27A-3P","SEMA6A"
"HSA-MIR-27A-5P","GREM1"
"HSA-MIR-27B-3P","DPYD"
"HSA-MIR-27B-3P","NR5A2"
"HSA-MIR-27B-3P","CDH5"
"HSA-MIR-27B-3P","SEMA6A"
"HSA-MIR-296-5P","HGS"
"HSA-MIR-299-3P","FXN"
"HSA-MIR-29A-3P","RAN"
"HSA-MIR-29A-3P","PPP1R13B"
"HSA-MIR-29A-3P","CD93"
"HSA-MIR-29A-3P","ITIH5"
"HSA-MIR-29A-3P","VDAC1"
"HSA-MIR-29A-3P","DNMT3A"
"HSA-MIR-29A-3P","LAMC2"
"HSA-MIR-29A-3P","ADAM12"
"HSA-MIR-29B-3P","PPP1R13B"
"HSA-MIR-29B-3P","DNMT3A"
"HSA-MIR-29B-3P","LAMC2"
"HSA-MIR-29B-3P","ADAM12"
"HSA-MIR-29C-3P","PPP1R13B"
"HSA-MIR-29C-3P","DNMT3A"
"HSA-MIR-29C-3P","LAMC2"
"HSA-MIR-29C-3P","ADAM12"
"HSA-MIR-29C-3P","TFAP2C"
"HSA-MIR-29C-5P","DNMT3A"
"HSA-MIR-302B-3P","DPYD"
"HSA-MIR-302C-3P","BMPR2"
"HSA-MIR-30A-3P","RUNX2"
"HSA-MIR-30A-5P","CBX3"
"HSA-MIR-30A-5P","HSPA5"
"HSA-MIR-30A-5P","HNF4G"
"HSA-MIR-30A-5P","RUNX2"
"HSA-MIR-30B-3P","ADAM12"
"HSA-MIR-30B-5P","CTHRC1"
"HSA-MIR-30B-5P","RUNX2"
"HSA-MIR-30C-2-3P","CCNE1"
"HSA-MIR-30C-5P","PAK1"
"HSA-MIR-30C-5P","CTGF"
"HSA-MIR-30C-5P","HSPA4"
"HSA-MIR-30C-5P","RUNX2"
"HSA-MIR-30D-3P","ADAM12"
"HSA-MIR-30D-5P","KPNB1"
"HSA-MIR-30D-5P","RUNX2"
"HSA-MIR-31-5P","YY1"
"HSA-MIR-31-5P","PRKCE"
"HSA-MIR-31-5P","FZD3"
"HSA-MIR-31-5P","XRCC5"
"HSA-MIR-32-5P","AURKA"
"HSA-MIR-32-5P","PRMT5"
"HSA-MIR-32-5P","RGS17"
"HSA-MIR-320A","HSPB6"
"HSA-MIR-320A","VDAC1"
"HSA-MIR-320A","HOXA10"
"HSA-MIR-320A","ABCG2"
"HSA-MIR-320A","RUNX2"
"HSA-MIR-324-5P","MTFR1"
"HSA-MIR-328-3P","ABCG2"
"HSA-MIR-330-3P","EGR2"
"HSA-MIR-330-5P","PDIA3"
"HSA-MIR-335-5P","BIRC5"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-335-5P","RUNX2"
"HSA-MIR-338-3P","PREX2"
"HSA-MIR-33A-3P","METTL3"
"HSA-MIR-34A-5P","BIRC5"
"HSA-MIR-34A-5P","YY1"
"HSA-MIR-34A-5P","STX1A"
"HSA-MIR-34A-5P","IGF2BP3"
"HSA-MIR-34A-5P","SIRT7"
"HSA-MIR-34A-5P","RBP2"
"HSA-MIR-34A-5P","RAD51"
"HSA-MIR-34A-5P","HNF4A"
"HSA-MIR-34A-5P","HNF4G"
"HSA-MIR-34B-3P","PAK1"
"HSA-MIR-34B-3P","YY1"
"HSA-MIR-34B-5P","HNF4A"
"HSA-MIR-34C-5P","YY1"
"HSA-MIR-34C-5P","PABPC1"
"HSA-MIR-34C-5P","HNF4A"
"HSA-MIR-34C-5P","RUNX2"
"HSA-MIR-363-3P","S1PR1"
"HSA-MIR-365A-3P","ACVR1"
"HSA-MIR-369-5P","FABP4"
"HSA-MIR-369-5P","DNMT3A"
"HSA-MIR-374A-5P","WIF1"
"HSA-MIR-375","PDK1"
"HSA-MIR-376A-3P","TTK"
"HSA-MIR-376A-5P","TTK"
"HSA-MIR-376C-3P","NR5A2"
"HSA-MIR-376C-3P","RUNX2"
"HSA-MIR-377-3P","PAK1"
"HSA-MIR-379-5P","PTK2"
"HSA-MIR-384","HSPA5"
"HSA-MIR-410-3P","CCNB1"
"HSA-MIR-422A","FOXQ1"
"HSA-MIR-423-3P","PA2G4"
"HSA-MIR-424-5P","ANLN"
"HSA-MIR-424-5P","KIF23"
"HSA-MIR-424-5P","SOCS2"
"HSA-MIR-424-5P","TGFBR3"
"HSA-MIR-424-5P","CCNE1"
"HSA-MIR-429","DLC1"
"HSA-MIR-432-5P","ADAR"
"HSA-MIR-433-3P","RUNX2"
"HSA-MIR-4496","ABCG2"
"HSA-MIR-449A","MFAP4"
"HSA-MIR-449A","HNF4A"
"HSA-MIR-450A-1-3P","BUB1"
"HSA-MIR-483-3P","CTGF"
"HSA-MIR-483-3P","DLC1"
"HSA-MIR-487A-3P","ABCG2"
"HSA-MIR-490-5P","BMPR2"
"HSA-MIR-491-5P","SLC6A3"
"HSA-MIR-493-5P","GOLM1"
"HSA-MIR-494-3P","BIRC5"
"HSA-MIR-494-3P","HOXA10"
"HSA-MIR-494-3P","PDIA3"
"HSA-MIR-494-3P","TFAM"
"HSA-MIR-494-5P","DPYD"
"HSA-MIR-495-3P","PTP4A3"
"HSA-MIR-495-3P","HSPA5"
"HSA-MIR-497-5P","KCNN4"
"HSA-MIR-497-5P","BIRC5"
"HSA-MIR-497-5P","SSRP1"
"HSA-MIR-497-5P","HDGF"
"HSA-MIR-497-5P","CCNE1"
"HSA-MIR-497-5P","RUNX2"
"HSA-MIR-503-5P","ANLN"
"HSA-MIR-503-5P","CCNE1"
"HSA-MIR-506-3P","FOXQ1"
"HSA-MIR-506-3P","FXN"
"HSA-MIR-516A-3P","SULF1"
"HSA-MIR-519C-3P","ABCG2"
"HSA-MIR-520A-3P","PFKP"
"HSA-MIR-520B","PFKP"
"HSA-MIR-520E","PFKP"
"HSA-MIR-520H","ABCG2"
"HSA-MIR-520H","SMAD6"
"HSA-MIR-522-3P","FXN"
"HSA-MIR-524-5P","TTK"
"HSA-MIR-526B-5P","XRCC5"
"HSA-MIR-539-5P","SPAG5"
"HSA-MIR-542-3P","BIRC5"
"HSA-MIR-543","PTK2"
"HSA-MIR-544A","HOXA10"
"HSA-MIR-548B-3P","CCNB1"
"HSA-MIR-548C-3P","ITGAV"
"HSA-MIR-551A","PTP4A3"
"HSA-MIR-552-3P","BIRC5"
"HSA-MIR-559","FXN"
"HSA-MIR-577","HSPB2"
"HSA-MIR-589-5P","FXN"
"HSA-MIR-605-5P","SEC24D"
"HSA-MIR-610","HDGF"
"HSA-MIR-620","FXN"
"HSA-MIR-622","LAMC2"
"HSA-MIR-623","XRCC5"
"HSA-MIR-624-3P","FXN"
"HSA-MIR-628-3P","RUNX2"
"HSA-MIR-629-5P","HNF4A"
"HSA-MIR-655-3P","PTTG1"
"HSA-MIR-661","CYC1"
"HSA-MIR-664A-3P","SOX7"
"HSA-MIR-675-5P","CDC6"
"HSA-MIR-675-5P","NOMO1"
"HSA-MIR-7-5P","PAK1"
"HSA-MIR-7-5P","YY1"
"HSA-MIR-7-5P","ILF2"
"HSA-MIR-7-5P","RNF183"
"HSA-MIR-7-5P","VDAC1"
"HSA-MIR-7-5P","PTK2"
"HSA-MIR-7-5P","XRCC2"
"HSA-MIR-7-5P","CCNE1"
"HSA-MIR-708-5P","BIRC5"
"HSA-MIR-765","HNF4A"
"HSA-MIR-766-3P","HNF4A"
"HSA-MIR-886-3P","CDC6"
"HSA-MIR-892B","MAP3K7"
"HSA-MIR-9-5P","CD34"
"HSA-MIR-9-5P","SOX7"
"HSA-MIR-9-5P","IGF2BP3"
"HSA-MIR-9-5P","KPNB1"
"HSA-MIR-9-5P","MYOCD"
"HSA-MIR-921","ANGPTL1"
"HSA-MIR-92A-3P","BMPR2"
"HSA-MIR-92A-3P","CD69"
"HSA-MIR-92A-3P","RAD21"
"HSA-MIR-92B-3P","PRMT5"
"HSA-MIR-92B-3P","ITGAV"
"HSA-MIR-935","SOX7"
"HSA-MIR-96-5P","PRMT5"
"HSA-MIR-96-5P","RAD51"
"HSA-MIR-98-5P","PAK1"
"HSA-MIR-98-5P","IL13"
"HSA-LET-7A-5P","RRM2"
"HSA-LET-7A-5P","UHRF1"
"HSA-LET-7C-5P","COPS6"
"HSA-LET-7E-3P","COPS6"
"HSA-LET-7E-5P","PLK1"
"HSA-LET-7F-5P","COPS6"
"HSA-LET-7F-5P","SOCS3"
"HSA-LET-7I-5P","COPS6"
"HSA-MIR-1-3P","ADAR"
"HSA-MIR-1-3P","PRKCE"
"HSA-MIR-1-3P","BDNF"
"HSA-MIR-1-5P","BDNF"
"HSA-MIR-100-5P","BMPR2"
"HSA-MIR-100-5P","PLK1"
"HSA-MIR-100-5P","FKBP5"
"HSA-MIR-101-3P","CDH5"
"HSA-MIR-103A-3P","GPD1"
"HSA-MIR-103A-3P","KLF4"
"HSA-MIR-106A-5P","FASTK"
"HSA-MIR-107","CHRM1"
"HSA-MIR-107","PLAG1"
"HSA-MIR-107","PRKCE"
"HSA-MIR-107","KLF4"
"HSA-MIR-10A-5P","BDNF"
"HSA-MIR-10B-3P","PLK1"
"HSA-MIR-10B-5P","NR4A3"
"HSA-MIR-10B-5P","KLF4"
"HSA-MIR-10B-5P","TFAP2C"
"HSA-MIR-10B-5P","PPARA"
"HSA-MIR-10B-5P","HTATIP2"
"HSA-MIR-122-5P","SLC7A11"
"HSA-MIR-124-3P","UHRF1"
"HSA-MIR-124-3P","CTGF"
"HSA-MIR-124-3P","TRIB3"
"HSA-MIR-124-3P","BDNF"
"HSA-MIR-124-3P","GRIA1"
"HSA-MIR-124-3P","EGR1"
"HSA-MIR-125A-3P","BRCA1"
"HSA-MIR-125A-5P","CD34"
"HSA-MIR-125A-5P","HAX1"
"HSA-MIR-125B-1-3P","S1PR1"
"HSA-MIR-125B-5P","GSS"
"HSA-MIR-125B-5P","CDH5"
"HSA-MIR-125B-5P","APLN"
"HSA-MIR-125B-5P","ENPEP"
"HSA-MIR-126-3P","MMP7"
"HSA-MIR-126-3P","TEK"
"HSA-MIR-126-5P","MMP7"
"HSA-MIR-1260B","DKK2"
"HSA-MIR-127-5P","SPP1"
"HSA-MIR-128-3P","KLF4"
"HSA-MIR-129-5P","CDH1"
"HSA-MIR-1291","SLC2A1"
"HSA-MIR-130A-3P","HOXA10"
"HSA-MIR-130A-3P","KLF4"
"HSA-MIR-130A-3P","PPARA"
"HSA-MIR-130B-3P","PPARA"
"HSA-MIR-132-3P","SLC2A1"
"HSA-MIR-132-3P","CCNB1"
"HSA-MIR-132-3P","BDNF"
"HSA-MIR-133A-3P","CTGF"
"HSA-MIR-133B","CTGF"
"HSA-MIR-135A-5P","BMPR2"
"HSA-MIR-135A-5P","HOXA10"
"HSA-MIR-135A-5P","SLC6A4"
"HSA-MIR-135A-5P","KLF4"
"HSA-MIR-135B-5P","BMPR2"
"HSA-MIR-135B-5P","KLF4"
"HSA-MIR-137","KLF4"
"HSA-MIR-137","CALN1"
"HSA-MIR-138-5P","CDH1"
"HSA-MIR-138-5P","LCN2"
"HSA-MIR-140-5P","MMD"
"HSA-MIR-141-3P","CDYL"
"HSA-MIR-141-3P","PPARA"
"HSA-MIR-141-3P","HDGF"
"HSA-MIR-142-3P","EGR2"
"HSA-MIR-142-3P","HOXA10"
"HSA-MIR-143-3P","CTGF"
"HSA-MIR-143-3P","FAM83F"
"HSA-MIR-144-3P","ADAMTS1"
"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-145-5P","EPAS1"
"HSA-MIR-145-5P","CTGF"
"HSA-MIR-145-5P","GOLM1"
"HSA-MIR-145-5P","HDAC2"
"HSA-MIR-145-5P","KLF4"
"HSA-MIR-146A-3P","PTTG1"
"HSA-MIR-146A-5P","BRCA1"
"HSA-MIR-146A-5P","UHRF1"
"HSA-MIR-146A-5P","PRKCE"
"HSA-MIR-146B-5P","UHRF1"
"HSA-MIR-148A-3P","MMP7"
"HSA-MIR-148A-3P","PDIA3"
"HSA-MIR-148A-3P","S1PR1"
"HSA-MIR-148B-3P","SLC2A1"
"HSA-MIR-150-5P","BIRC5"
"HSA-MIR-150-5P","SLC2A1"
"HSA-MIR-150-5P","EGR2"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-152-3P","FGF2"
"HSA-MIR-152-3P","KLF4"
"HSA-MIR-152-5P","FGF2"
"HSA-MIR-153-3P","BMPR2"
"HSA-MIR-155-5P","GATM"
"HSA-MIR-155-5P","CARD11"
"HSA-MIR-155-5P","NARS"
"HSA-MIR-155-5P","LDOC1"
"HSA-MIR-155-5P","CKAP5"
"HSA-MIR-155-5P","PCDH9"
"HSA-MIR-15A-5P","BRCA1"
"HSA-MIR-15A-5P","BDNF"
"HSA-MIR-15A-5P","KLF4"
"HSA-MIR-15B-5P","SOCS3"
"HSA-MIR-16-5P","BIRC5"
"HSA-MIR-16-5P","BRCA1"
"HSA-MIR-16-5P","SLC6A4"
"HSA-MIR-16-5P","FGF2"
"HSA-MIR-16-5P","BDNF"
"HSA-MIR-16-5P","SOCS3"
"HSA-MIR-16-5P","HDGF"
"HSA-MIR-17-5P","ADAR"
"HSA-MIR-17-5P","BMPR2"
"HSA-MIR-17-5P","EPAS1"
"HSA-MIR-17-5P","EGR2"
"HSA-MIR-17-5P","HSPB2"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181A-5P","EGR1"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-181B-5P","SPP1"
"HSA-MIR-181C-5P","BMPR2"
"HSA-MIR-182-5P","SATB2"
"HSA-MIR-182-5P","BDNF"
"HSA-MIR-182-5P","CHEK2"
"HSA-MIR-183-5P","EGR1"
"HSA-MIR-184","SOX7"
"HSA-MIR-184","SND1"
"HSA-MIR-185-5P","MCM10"
"HSA-MIR-185-5P","EPAS1"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-186-5P","PTTG1"
"HSA-MIR-186-5P","FGF2"
"HSA-MIR-18A-5P","CTGF"
"HSA-MIR-18B-5P","CTGF"
"HSA-MIR-190A-5P","KCNQ5"
"HSA-MIR-191-5P","EGR1"
"HSA-MIR-192-5P","MCM10"
"HSA-MIR-192-5P","LMNB2"
"HSA-MIR-192-5P","DTL"
"HSA-MIR-192-5P","HOXA10"
"HSA-MIR-192-5P","MAD2L1"
"HSA-MIR-193A-5P","NLN"
"HSA-MIR-195-3P","FGF2"
"HSA-MIR-195-5P","BIRC5"
"HSA-MIR-195-5P","FGF2"
"HSA-MIR-196A-3P","FGF2"
"HSA-MIR-196A-5P","HOXA10"
"HSA-MIR-196A-5P","HOXB7"
"HSA-MIR-196A-5P","MAMDC2"
"HSA-MIR-196B-5P","HOXB7"
"HSA-MIR-199A-5P","FZD4"
"HSA-MIR-199A-5P","CDH1"
"HSA-MIR-19A-3P","ADRB1"
"HSA-MIR-19A-3P","BMPR2"
"HSA-MIR-19A-3P","PRMT5"
"HSA-MIR-19A-3P","SOCS3"
"HSA-MIR-19B-3P","BMPR2"
"HSA-MIR-19B-3P","PPP2R5E"
"HSA-MIR-200A-3P","MNX1"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200B-3P","LDHA"
"HSA-MIR-200C-3P","TUBB3"
"HSA-MIR-200C-3P","KLF9"
"HSA-MIR-200C-3P","NTRK2"
"HSA-MIR-200C-5P","CDH1"
"HSA-MIR-203A-3P","BIRC5"
"HSA-MIR-203A-3P","CDH1"
"HSA-MIR-203A-3P","FGF2"
"HSA-MIR-203A-3P","SOCS3"
"HSA-MIR-203A-5P","MMP7"
"HSA-MIR-204-5P","SPDEF"
"HSA-MIR-204-5P","CDH1"
"HSA-MIR-204-5P","HOXA10"
"HSA-MIR-204-5P","NTRK2"
"HSA-MIR-204-5P","BDNF"
"HSA-MIR-205-3P","FGF2"
"HSA-MIR-205-5P","CTGF"
"HSA-MIR-205-5P","SATB2"
"HSA-MIR-206","GPD2"
"HSA-MIR-20A-3P","EGR2"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","BMPR2"
"HSA-MIR-20A-5P","EPAS1"
"HSA-MIR-20A-5P","EGR2"
"HSA-MIR-20B-5P","BRCA1"
"HSA-MIR-21-5P","TCF21"
"HSA-MIR-21-5P","BMPR2"
"HSA-MIR-21-5P","PPARA"
"HSA-MIR-210-3P","PLK1"
"HSA-MIR-210-3P","LDHA"
"HSA-MIR-210-3P","BDNF"
"HSA-MIR-211-5P","SATB2"
"HSA-MIR-211-5P","CDH5"
"HSA-MIR-212-3P","CCNB1"
"HSA-MIR-214-3P","BIRC5"
"HSA-MIR-214-3P","HDGF"
"HSA-MIR-216B-5P","PBK"
"HSA-MIR-217","DACH1"
"HSA-MIR-218-5P","BIRC5"
"HSA-MIR-218-5P","DKK2"
"HSA-MIR-218-5P","LAMB3"
"HSA-MIR-22-3P","CXCR2"
"HSA-MIR-22-3P","SLC2A1"
"HSA-MIR-22-3P","PLK1"
"HSA-MIR-22-3P","NTRK2"
"HSA-MIR-22-3P","BDNF"
"HSA-MIR-22-3P","PPARA"
"HSA-MIR-221-3P","DKK2"
"HSA-MIR-221-3P","SOCS3"
"HSA-MIR-222-3P","DKK2"
"HSA-MIR-223-3P","SEMA3A"
"HSA-MIR-223-3P","HAX1"
"HSA-MIR-223-3P","TAL1"
"HSA-MIR-224-5P","FOSB"
"HSA-MIR-224-5P","CDH1"
"HSA-MIR-224-5P","APLN"
"HSA-MIR-23A-3P","CDH1"
"HSA-MIR-23A-3P","PPP2R5E"
"HSA-MIR-23A-3P","LDHA"
"HSA-MIR-23A-3P","MYH4"
"HSA-MIR-23A-3P","MYH1"
"HSA-MIR-24-3P","BRCA1"
"HSA-MIR-24-3P","TRIB3"
"HSA-MIR-24-3P","LDHA"
"HSA-MIR-24-3P","SLC6A4"
"HSA-MIR-25-3P","PRMT5"
"HSA-MIR-25-3P","CDH1"
"HSA-MIR-25-3P","KLF4"
"HSA-MIR-26A-5P","CDC6"
"HSA-MIR-26A-5P","CTGF"
"HSA-MIR-26A-5P","PLAG1"
"HSA-MIR-26A-5P","ARL4C"
"HSA-MIR-26B-5P","CTGF"
"HSA-MIR-26B-5P","KPNA2"
"HSA-MIR-26B-5P","ARL4C"
"HSA-MIR-27A-3P","DKK2"
"HSA-MIR-27A-3P","PLAG1"
"HSA-MIR-27A-3P","SLC7A11"
"HSA-MIR-27A-3P","HOXA10"
"HSA-MIR-27A-3P","SEMA6A"
"HSA-MIR-27A-5P","PPARA"
"HSA-MIR-27B-3P","CDH5"
"HSA-MIR-27B-3P","SEMA6A"
"HSA-MIR-27B-3P","ST14"
"HSA-MIR-28-5P","MAD2L1"
"HSA-MIR-296-5P","PLK1"
"HSA-MIR-299-5P","SPP1"
"HSA-MIR-29A-3P","KLF4"
"HSA-MIR-29C-3P","FZD4"
"HSA-MIR-29C-3P","KLF4"
"HSA-MIR-29C-3P","TFAP2C"
"HSA-MIR-302C-3P","BMPR2"
"HSA-MIR-30A-3P","SLC7A6"
"HSA-MIR-30A-5P","CDH1"
"HSA-MIR-30A-5P","KLF9"
"HSA-MIR-30A-5P","DTL"
"HSA-MIR-30A-5P","BDNF"
"HSA-MIR-30C-5P","CTGF"
"HSA-MIR-30C-5P","SOCS3"
"HSA-MIR-30D-5P","KPNB1"
"HSA-MIR-31-5P","SATB2"
"HSA-MIR-31-5P","PRKCE"
"HSA-MIR-31-5P","XRCC5"
"HSA-MIR-32-5P","PRMT5"
"HSA-MIR-32-5P","RGS17"
"HSA-MIR-32-5P","KLF4"
"HSA-MIR-320A","HSPB6"
"HSA-MIR-320A","HOXA10"
"HSA-MIR-320A","USP14"
"HSA-MIR-324-5P","MTFR1"
"HSA-MIR-330-3P","EGR2"
"HSA-MIR-330-5P","PDIA3"
"HSA-MIR-335-5P","BIRC5"
"HSA-MIR-335-5P","BRCA1"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-337-5P","HOXB7"
"HSA-MIR-33A-5P","SATB2"
"HSA-MIR-33A-5P","PTHLH"
"HSA-MIR-33A-5P","PPARA"
"HSA-MIR-34A-3P","LDHA"
"HSA-MIR-34A-5P","MAGEA2"
"HSA-MIR-34A-5P","BIRC5"
"HSA-MIR-34A-5P","LDHA"
"HSA-MIR-34A-5P","MAGEA6"
"HSA-MIR-34A-5P","KLF4"
"HSA-MIR-34A-5P","PPARA"
"HSA-MIR-34A-5P","SYT1"
"HSA-MIR-34A-5P","MAGEA3"
"HSA-MIR-34C-5P","GABRA3"
"HSA-MIR-361-3P","SH2B1"
"HSA-MIR-361-5P","SND1"
"HSA-MIR-363-3P","S1PR1"
"HSA-MIR-367-3P","KLF4"
"HSA-MIR-3686","PLK1"
"HSA-MIR-369-5P","FABP4"
"HSA-MIR-374A-5P","LDHA"
"HSA-MIR-375","MST1R"
"HSA-MIR-375","PLAG1"
"HSA-MIR-375","KLF4"
"HSA-MIR-410-3P","CCNB1"
"HSA-MIR-421","CDH1"
"HSA-MIR-423-5P","FAM3A"
"HSA-MIR-424-5P","PLAG1"
"HSA-MIR-424-5P","FGF2"
"HSA-MIR-4262","SPP1"
"HSA-MIR-429","ONECUT2"
"HSA-MIR-432-5P","ADAR"
"HSA-MIR-449A","MFAP4"
"HSA-MIR-455-3P","HDAC2"
"HSA-MIR-4782-3P","USP14"
"HSA-MIR-483-3P","CTGF"
"HSA-MIR-489-3P","MMP7"
"HSA-MIR-490-5P","BMPR2"
"HSA-MIR-493-3P","FZD4"
"HSA-MIR-493-5P","GOLM1"
"HSA-MIR-494-3P","BIRC5"
"HSA-MIR-494-3P","HOXA10"
"HSA-MIR-494-3P","PDIA3"
"HSA-MIR-497-5P","KCNN4"
"HSA-MIR-497-5P","BIRC5"
"HSA-MIR-497-5P","HDGF"
"HSA-MIR-498","BRCA1"
"HSA-MIR-500A-5P","TAX1BP1"
"HSA-MIR-503-5P","FGF2"
"HSA-MIR-509-3-5P","PLK1"
"HSA-MIR-510-5P","SPDEF"
"HSA-MIR-511-5P","FKBP5"
"HSA-MIR-518D-3P","PPA1"
"HSA-MIR-519D-3P","PPARA"
"HSA-MIR-520H","SMAD6"
"HSA-MIR-526B-5P","XRCC5"
"HSA-MIR-539-5P","CARD11"
"HSA-MIR-542-3P","BIRC5"
"HSA-MIR-543","MMP7"
"HSA-MIR-544A","CDH1"
"HSA-MIR-544A","HOXA10"
"HSA-MIR-548B-3P","CCNB1"
"HSA-MIR-548D-5P","PPARA"
"HSA-MIR-548I","TTC13"
"HSA-MIR-552-3P","BIRC5"
"HSA-MIR-570-5P","KLF9"
"HSA-MIR-577","HSPB2"
"HSA-MIR-593-5P","PLK1"
"HSA-MIR-599","SATB2"
"HSA-MIR-605-5P","SEC24D"
"HSA-MIR-610","HDGF"
"HSA-MIR-613","BDNF"
"HSA-MIR-623","XRCC5"
"HSA-MIR-655-3P","PTTG1"
"HSA-MIR-663A","EEF1A2"
"HSA-MIR-663B","EEF1A2"
"HSA-MIR-664A-3P","SOX7"
"HSA-MIR-675-5P","CDC6"
"HSA-MIR-675-5P","CALN1"
"HSA-MIR-7-5P","KLF4"
"HSA-MIR-708-5P","BIRC5"
"HSA-MIR-708-5P","CNTFR"
"HSA-MIR-744-5P","EEF1A2"
"HSA-MIR-886-3P","CDC6"
"HSA-MIR-886-3P","PLK1"
"HSA-MIR-888-5P","CDH1"
"HSA-MIR-9-3P","CDH1"
"HSA-MIR-9-3P","PPARA"
"HSA-MIR-9-5P","CD34"
"HSA-MIR-9-5P","UHRF1"
"HSA-MIR-9-5P","CDH1"
"HSA-MIR-9-5P","SOX7"
"HSA-MIR-9-5P","KPNB1"
"HSA-MIR-9-5P","ONECUT2"
"HSA-MIR-9-5P","PPARA"
"HSA-MIR-9-5P","KLF17"
"HSA-MIR-921","ANGPTL1"
"HSA-MIR-92A-3P","BMPR2"
"HSA-MIR-92A-3P","CD69"
"HSA-MIR-92A-3P","CDH1"
"HSA-MIR-92A-3P","HDAC2"
"HSA-MIR-92A-3P","KLF4"
"HSA-MIR-92B-3P","PRMT5"
"HSA-MIR-935","SOX7"
"HSA-MIR-944","HECW2"
"HSA-MIR-96-5P","PRMT5"
"HSA-MIR-96-5P","TRIB3"
"HSA-MIR-96-5P","BDNF"
"HSA-MIR-96-5P","IARS"
"HSA-MIR-99A-5P","FKBP5"
"HSA-LET-7A-5P","TGFBR3"
"HSA-LET-7A-5P","VDR"
"HSA-LET-7A-5P","EZH2"
"HSA-LET-7A-5P","E2F1"
"HSA-LET-7B-5P","CCNA2"
"HSA-LET-7B-5P","EZH2"
"HSA-LET-7D-5P","IL13"
"HSA-LET-7E-5P","EZH2"
"HSA-LET-7F-5P","IL13"
